filename,exists,size_bytes,english_variant,english_variant_exists,japanese_variant,japanese_variant_exists,status,english_ocr_sample
ch10-yolo-threshold-nms-map-en.webp,True,249518,ch10-yolo-threshold-nms-map-en.webp,True,ch10-yolo-threshold-nms-map-en-ja.webp,False,localized_variant,"e e e YOLO Post-Processing Pipeline From many raw predictions to clean, high-quality detections 1) RAW PREDICTIONS 2) SCORE THRESHOLD 3} IOU OVERLAP 4) NMS (NON-MAX SUPPRESSION) 5 ) FINAL DETECTIONS ( Ip ) Best box = loU (highest score) es "
ch10-yolo-threshold-nms-map-ja.webp,True,333862,ch10-yolo-threshold-nms-map-ja-en.webp,False,ch10-yolo-threshold-nms-map-ja.webp,True,localized_variant,"- YOLO t& aK = ae | YIA.LEUE.NMSOM FN 7 Ly 7 | ry eo U\ i, (+>) INPUT 640x640 ‘ A 2 = cays MODEL YOLOv8 _— YOLO O@MEIO— : SHOR 5, SMCSSRHS 1 DICMVUAT . Dp Ry 77 QO revecsvas Gaeevere CO nmscway Rial raw predictions score threshold loU overl"
ch11-amr-semantic-graph-map-en.webp,True,162270,ch11-amr-semantic-graph-map-en.webp,True,ch11-amr-semantic-graph-map-en-ja.webp,False,localized_variant,Turn a Sentence into a Structured Meaning Graph AMR (Abstract Meaning Representation) captures the meaning of a sentence as a compact semantic graph. Sentence ; e AMR (Semantic Graph) oO 2) Semantic Parser Ea ee a eee event Alice gave ARGO
ch11-amr-semantic-graph-map-ja.webp,True,176344,ch11-amr-semantic-graph-map-ja-en.webp,False,ch11-amr-semantic-graph-map-ja.webp,True,localized_variant,"AMR semantic graph #2A#AF4 =< tie it fe BK MEZBEILENKBRA —— &B%Ri4M0, AMR semantic graph cRBLT. SECKESMHANDEIFS ——— xe — Bmis(tenkak i semantic parser anaes _»| [= septa H ms. information : extraction (=) : event ; es i) |. ABB ld EL M7 oe "
ch11-bilstm-crf-label-path-map-en.webp,True,231682,ch11-bilstm-crf-label-path-map-en.webp,True,ch11-bilstm-crf-label-path-map-en-ja.webp,False,localized_variant,BiLSTM + CRF Sequence Labeling Decoding —> Best path high score --® Low-score path Context representation + label transition constraints determine the BIO path ----+ Other paths Viterbi decoding Viterbi decoding finds the highest-scoring BI
ch11-bilstm-crf-label-path-map-ja.webp,True,259332,ch11-bilstm-crf-label-path-map-ja-en.webp,False,ch11-bilstm-crf-label-path-map-ja.webp,True,localized_variant,. =~ BiLSTM + CRF T BIO FNIDAWSE FHT Sttis SUR ERAS LOT XMARRIA (emission scores) : &FN/WBHH (transition scores) MiRALTRBR BIO NAERETS BMEREES @ Adh-7y O #HouS © SMBH OQ emission scores @CRFL17—-— © &F (Viterbi) @ BB BIO Kz (Embedding) (BiL
ch11-classification-chapter-flow-en.webp,True,196548,ch11-classification-chapter-flow-en.webp,True,ch11-classification-chapter-flow-en-ja.webp,False,localized_variant,"ge e e Text Classification: Map Text to Clear Labels G Learn to map free-form text to clear, well-defined labels. 1) label definition C2) traditional methods 3] deep learning Positive g = } ’ (Gliese) oe oN © Expresses satisfaction oor, PB "
ch11-classification-chapter-flow-ja.webp,True,248514,ch11-classification-chapter-flow-ja-en.webp,False,ch11-classification-chapter-flow-ja.webp,True,localized_variant,= ap = =x AR: ADAILOTEARE FFAKAHOFRAIO— — ssrremmnsnvicsess Calle iit ti @ sxreH% O camzx © zaxeFH O #2:-8a @ saan © 15-54 (Label Definition) (Traditional Methods) (Deep Learning Methods) (Train / Evaluate) (Confusion Matrix) (Error Analysi
ch11-ctc-deep-speech-asr-map-en.webp,True,147004,ch11-ctc-deep-speech-asr-map-en.webp,True,ch11-ctc-deep-speech-asr-map-en-ja.webp,False,localized_variant,CTC and Deep Speech Alignment for Speech Recognition 1) Audio Frames 2) Acoustic Model 3) CTC Path 4) Collapse 5) Transcript CTC path es oe eee ee A ._.AB_._cC acoustic model = a ee a colapse pests HOg00o0 a 000 OO and remove blanks Deep Sp
ch11-ctc-deep-speech-asr-map-ja.webp,True,171370,ch11-ctc-deep-speech-asr-map-ja-en.webp,False,ch11-ctc-deep-speech-asr-map-ja.webp,True,localized_variant,"CTC & Deep Speech DV 34YxXY bk oa BBtrw CTC @% MU BSaR BRR => wat =» => an (Deep Speech) (ZREBCUWAI) (collapse) » (transcript) _RMATy7 WATSAUXEE 7 1TDICKESD, 1234567890N12""-T 6) (blank) © BIE / 4 se ees VERLeR ee ee [lhl -|-Teltft]-Jo|-|-| "
ch11-ctc-valid-paths-collapse-result-map-en.webp,True,421974,ch11-ctc-valid-paths-collapse-result-map-en.webp,True,ch11-ctc-valid-paths-collapse-result-map-en-ja.webp,False,localized_variant,"a e e » Why CTC Finds 15 Valid Paths 3 With 4 frame slots, many paths collapse to the same target text. a input frame 1 frame 2 frame 3 frame 4 = [ vocab = [_, I, love], } mB | | | 3 target = [I, love]. ™ | 3 : ) ( ) _ 3 example paths -, - "
ch11-ctc-valid-paths-collapse-result-map-ja.webp,True,517420,ch11-ctc-valid-paths-collapse-result-map-ja-en.webp,False,ch11-ctc-valid-paths-collapse-result-map-ja.webp,True,localized_variant,"CTC mAh Bee 15 ceo 47 frame Ik, S< ORBA IU target MULES, framel + frame2 ! frame 3 : frame 4 -f+-teph-tpo-| otis] lone Hoo id #81KKORX _ product(vocab, repeat=4) 4° 4 frame (RHE ATS. et An vocab = [_, 4h, ##¥], target = [4h, #%]. BH (_,_, H"
ch11-embeddings-chapter-flow-en.webp,True,208956,ch11-embeddings-chapter-flow-en.webp,True,ch11-embeddings-chapter-flow-en-ja.webp,False,localized_variant,NLP Representation Learning From Word-Frequency Features to Contextual Semantic Representations 0 Word Frequency 2] Word Embedding 6 Semantic Space 4) Contextual Embedding 6 Language Model 6) LLM Foundation Features Sparse Bag-of-Words Dens
ch11-embeddings-chapter-flow-ja.webp,True,225144,ch11-embeddings-chapter-flow-ja-en.webp,False,ch11-embeddings-chapter-flow-ja.webp,True,localized_variant,alga FADS MHRA BARRE = = HSAN-AZORRDS Jie “ BA BA NLP RAF ROS Ie [1 ) MFI /BRORR (2) word embedding 3) BREW (4) MMOFRR (5) language model (6) LLM a text representation (HOH) semantic space contextual embedding (BRET) (KMBEBET OZR) FEAR (RPH
ch11-hmm-crf-sequence-history-map-en.webp,True,144076,ch11-hmm-crf-sequence-history-map-en.webp,True,ch11-hmm-crf-sequence-history-map-en-ja.webp,False,localized_variant,HMM to BERT Sequence Labeling Evolution 1 2 3 4 : BERT HMM CRF BiLSTM-CRF token classification \/)K/ 2 XXX “eh [© Bert @e @ O90 OO = oe a | Hidden states with Discriminative model Contextual features from ( Pre-trained language ) emissions
ch11-hmm-crf-sequence-history-map-ja.webp,True,126066,ch11-hmm-crf-sequence-history-map-ja-en.webp,False,ch11-hmm-crf-sequence-history-map-ja.webp,True,localized_variant,HMM ‘5 BERT AD RWINUY AIOE HMM CRF BiLSTM-CRF len stato PIXC (AAG) [| BIO tags B-PER O B-LOC O 0
ch11-information-extraction-schema-pipeline-map-en.webp,True,236300,ch11-information-extraction-schema-pipeline-map-en.webp,True,ch11-information-extraction-schema-pipeline-map-en-ja.webp,False,localized_variant,"I f : E : : h D ° Pi li vy Principle nformation Extraction: Schema-Driven Ipeline Q™ Wel-defined schema + rules + models 5 cae A ee, : 7 “+ validation + human review = Define fields and relationships first, then reliably convert text into s"
ch11-information-extraction-schema-pipeline-map-ja.webp,True,285308,ch11-information-extraction-schema-pipeline-map-ja-en.webp,False,ch11-information-extraction-schema-pipeline-map-ja.webp,True,localized_variant,"= : T*¥ (eT -—FARRS FIO 74 —IVREMREERL. FFAZKERELT HE “A a schema CH iH O “ast” & FU, IL—JL > NER+ BR HT ELT, ACS SHEIET —F SAM - REE BATS O#542h @ schemassét © itti—w O aszEBE © wai @vsonzn | | Orsuz) | O Ftox- (rules / regex) (NER) (relat"
ch11-language-model-next-token-stack-en.webp,True,162848,ch11-language-model-next-token-stack-en.webp,True,ch11-language-model-next-token-stack-en-ja.webp,False,localized_variant,"e e Given context, predict the next token. Next-token prediction is the training objective and the foundation of generation. next token probability distribution top candidates language model context tokens a probability 1) nice 27.6% @ oO @"
ch11-language-model-next-token-stack-ja.webp,True,173504,ch11-language-model-next-token-stack-ja-en.webp,False,ch11-language-model-next-token-stack-ja.webp,True,localized_variant,"O AVTFEAMMSASNELS, RO token FATS RO token OF¥5} 4h language model a AAP context i \ EUR attention (the ] 0.42 context tokens (Zi# CM token MFi)) a s / 1.0 \ e [_the_] The [2 i> ba | aan | t t t t t eer tey — a \ } = = 1 2 R 4 5 6 7 ae / A h"
ch11-machine-translation-error-analysis-map-en.webp,True,249410,ch11-machine-translation-error-analysis-map-en.webp,True,ch11-machine-translation-error-analysis-map-en-ja.webp,False,localized_variant,Machine Translation Error Analysis Map Use error types to drive improvement (1) parallel corpus (2) error buckets @ severe ©) medium @ minor (3) quality dashboard | ones arte cai translation oe oe omission BLEU chrF (English) (Cin enien)) (
ch11-machine-translation-error-analysis-map-ja.webp,True,258048,ch11-machine-translation-error-analysis-map-ja-en.webp,False,ch11-machine-translation-error-analysis-map-ja.webp,True,localized_variant,"LI—HiiCKETS i) MRA7OLIT bd, ARAORUGPIEICR<, LI-FIF CHBCAT P KSLLI-NAOYY INL | @ GRAHORD (SHIM) RX (Y—Z) baseline translation (HERO) BLEU (tase) chr (tmuize RW) a ARE, 20256A1 ADS ARMs, 202546A 1805S AWS, 2025F6H1 HS 202645A 31 CHMTT. 22eesA"
ch11-ner-gold-pred-miss-result-map-en.webp,True,326660,ch11-ner-gold-pred-miss-result-map-en.webp,True,ch11-ner-gold-pred-miss-result-map-en-ja.webp,False,localized_variant,"a) e e e -, NER Errors Live in gold / pred / miss POEL ELIE REA PIE IPED EAL LP ROOT E s IPO a ROTH DIOTITEEOE SRILA I > The second sample misses a SCHOOL entity, not just one token. —) =|@ all matched (~ =~) tokens:, Zhang San graduated fr"
ch11-ner-gold-pred-miss-result-map-ja.webp,True,244944,ch11-ner-gold-pred-miss-result-map-ja-en.webp,False,ch11-ner-gold-pred-miss-result-map-ja.webp,True,localized_variant,"NER Qik gold / pred / miss C4 2 DBs token Tld%< SCHOOL LY T1474 ZIRSLTWS. g FUT FXT—H miss=[] FL (S| AABBNAME)| CS, iH S41 | HERA (SCHOOL) seus Bld ie 7V—AI—7 ld { PyTorch(SKILL) | € VET. BA FIT W2 FRERBL niss=[CReABscH000)] Ab tS | PERRTEF"
ch11-ner-project-entity-eval-loop-en.webp,True,195698,ch11-ner-project-entity-eval-loop-en.webp,True,ch11-ner-project-entity-eval-loop-en-ja.webp,False,localized_variant,The key to an NER project is entity-level evaluation and error bucketin y= g. = ee ee >) (1) Label Schema (2) Annotation Examples (3) BIO Tags (4) Model Prediction (5) Entity Recovery Define your entity types ‘Annotate entity spans (boundar
ch11-ner-project-entity-eval-loop-ja.webp,True,232738,ch11-ner-project-entity-eval-loop-ja-en.webp,False,ch11-ner-project-entity-eval-loop-ja.webp,True,localized_variant,"7) SILO PML RR OD eS = = NERFVOYIFLOBAlS, RALANILOMMRER O 5x8 0 F/F-yary hl © 81047 (ER) O FER (Er) O xKhex 3 (entity recovery) label schema (fil) | F42k (Bl) h=oy BIOg7 ork shi pt FMSNERK (ANY, 947) | [HIRABE) (d (Google BARA Ic é i ome AA"
ch11-neural-classification-embedding-pooling-map-en.webp,True,133962,ch11-neural-classification-embedding-pooling-map-en.webp,True,ch11-neural-classification-embedding-pooling-map-en-ja.webp,False,localized_variant,"token ids —> embedding _, token vectors — pooling —» sentence classification _, label matrix vector eat robabilities t te head babilit nxd lxd Softmax ( Input } 101 Embedding Matrix | a | Encoder (choose one) Text Vxd l/ mf . The movie cere"
ch11-neural-classification-embedding-pooling-map-ja.webp,True,197452,ch11-neural-classification-embedding-pooling-map-ja-en.webp,False,ch11-neural-classification-embedding-pooling-map-ja.webp,True,localized_variant,"s = S —_ kK—-JYIDDSERNIbHIL,. ELTIFAZBEN . FARR : eee, oD ex ; embedding matrix token vectors ALY Aik ificati iliti token ids ‘ fae pee CNN/ RNN / Transformer sentencesyector tessticaion nese label probabilities € cM LEREETT., (RAPHY) BELAY"
ch11-nlp-en.webp,True,172324,ch11-nlp-en.webp,True,ch11-nlp-en-ja.webp,False,localized_variant,Natural Language Processing Tokenization Vectorization Sentiment Named Entity Summarization Question Pretrained Analysis Recognition Answering Model language Text Natural languag Natural |@©@@ 7 processing (NLP) tee 010 © Original Text Natu
ch11-nlp-evidence-pack-en.webp,True,139826,ch11-nlp-evidence-pack-en.webp,True,ch11-nlp-evidence-pack-en-ja.webp,False,localized_variant,=] Corpus Ps ate —€-€ Hae Tokens 4 rer. notebook RE: te Embeddings ---- m Qe no Stn mm 4 alll Predictions 4 Eg Bain | . ———+>—~ |_| ' fy Q Error analysis | A erro nemannt? Sanaa: eee LL} README LU) README
ch11-nlp-evidence-pack-ja.webp,True,249868,ch11-nlp-evidence-pack-ja-en.webp,False,ch11-nlp-evidence-pack-ja.webp,True,localized_variant,"° = ) NLP project ® iil/\y7 PROB - AMECRASUMORNCEE a EM 4) | H—-K = 742h ’ : MRLETEAKF—-BO —jr | F—% (Raw) ANA N ) raw_texts.csv ESS SS metadata.json FY -Byg ‘ars =), /aneRe —e | BG vixwe- at: </>) BUSLEE notebook CN Ht Giese) — | mucinerec"
ch11-nlp-ja.webp,True,216932,ch11-nlp-ja-en.webp,False,ch11-nlp-ja.webp,True,localized_variant,"— = ARB DES = = =f su ey ( N P) pe fe) Z ARBEAID 3 @ BR CESESI NS lS cuatone @> : Rie MIBLET. = ° TEAK SRL, RRL. GATSAI xo @, N Me DOBEBE AIbIL Baas BAAR BH BAS SHFBETIL oa (ae) Le) -0.32 0.47 -0.11 (Bl) RSA oy Oe HERICTEELE. a \ ) ‘an a He"
ch11-nlp-task-landscape-map-en.webp,True,239646,ch11-nlp-task-landscape-map-en.webp,True,ch11-nlp-task-landscape-map-en-ja.webp,False,localized_variant,NLP Task Landscape Map ra TEXT CLASSIFICATION . -—- Assign a label to the > From Raw Text to Insights i wiidle. teks | J RY I = — | a 4 a ! | gay SEQUENCE LABELING ] r ! <d John works at Google ahh ce A ales ahs SY Asignalabeltocrh A ag B a
ch11-nlp-task-landscape-map-ja.webp,True,149240,ch11-nlp-task-landscape-map-ja-en.webp,False,ch11-nlp-task-landscape-map-ja.webp,True,localized_variant,"FEARKREFIVICASE, CESKBNLPIRAZIAMKTS 5. EKSKBNLPHAIADK | SYR (Text Classification) alll Bl DA. ALE 1. £O7*+2b 2. ALE 3. ADSRE 4, RE (RHUL) 6. Hii 7. ROD rf KHISAVYT (Sequence Labeling) (Evaluation) (Error Analysis) @ JAKE hott (ee Ol: DAR RR"
ch11-nlp-task-output-map-en.webp,True,643266,ch11-nlp-task-output-map-en.webp,True,ch11-nlp-task-output-map-en-ja.webp,False,localized_variant,"Look at the output shape first, then choose the task code. @ 1 Classification | | ferme ||| @B 2 NER / extraction | | AM | Return a label. | ISTHE | Return structured fields. | _ a % if ig =| \¢ Wy _EXtRAcTED FieLps yi, Nn Ae On March’, 202"
ch11-nlp-task-output-map-ja.webp,True,588944,ch11-nlp-task-output-map-ja-en.webp,False,ch11-nlp-task-output-map-ja.webp,True,localized_variant,"G (0) e to \s O\SNLP FA7KAQIT <9, 4 aS =4) fae a Gls HAAERTH5S, IRII-K EBS, - @ Classification @ NER / extraction FLNVEBT. y HE 16714 -IDF EBT. O r | -[AAFFARGM) (SS) pes PA CMU TCE | eel . ( =e | HA (HRM 74—I8) | | pila’ 7 >> —_ } 2024esAt"
ch11-pretrained-chapter-flow-en.webp,True,180796,ch11-pretrained-chapter-flow-en.webp,True,ch11-pretrained-chapter-flow-en-ja.webp,False,localized_variant,"From General Language Ability to Specific Tasks The journey of pretrained language models Pretraining 2] , 6 Transformers 6 Fine-tuning / 6 q . Task Adaptation 0 Paradigm Model Family Library Inference P _ ae) (~ >) / ) | BERT | | Bidirecti"
ch11-pretrained-chapter-flow-ja.webp,True,269468,ch11-pretrained-chapter-flow-ja-en.webp,False,ch11-pretrained-chapter-flow-ja.webp,True,localized_variant,"ae A —— —t* ata — ~ Bat SB S2CTILOFRILER BPEL ERED ERANTIZINES KEOTTANPSRAANCE BES ERENEBEL. 3 a i F Ry a a EMFEOSAT Bae aeemntniy Di FB oN, HeLRHERIADATEC O BH2EBNS 914 O EFNI77sU- © Transformers @ fine-tuning @ inference @ task adaptation"
ch11-pretraining-transfer-finetune-map-en.webp,True,240700,ch11-pretraining-transfer-finetune-map-en.webp,True,ch11-pretraining-transfer-finetune-map-en-ja.webp,False,localized_variant,"La rge mm Downstream Tasks eS M@®) (Task Dispatch Center, Unlabeled Corpus | : ( P ) ( ) | "" | Self-Supervised ; ee | Pretrainin ificati 7 = — : ung | — rane — SS —""| es v“— —_ = en a =) s=|h| 4 - | o— | | | ( r] a= ae eel ————— . = - o. 4 "
ch11-pretraining-transfer-finetune-map-ja.webp,True,294896,ch11-pretraining-transfer-finetune-map-ja-en.webp,False,ch11-pretraining-transfer-finetune-map-ja.webp,True,localized_variant,"ws —_ z = S++ - Ss - MABZORRE KEBFT—JCAAHERREEV, DBOT—J9 CSEREIZAI BETS EFILE (BH2zI<S) FRIBMEYY — (BELTHERT 3) RAF—F downstream tasks ea (BRBIZ) (AH- FAIL) eee = @ transfer learning classification unlabeled @ pretraining @Aigundation model"
ch11-projects-delivery-loop-en.webp,True,171778,ch11-projects-delivery-loop-en.webp,True,ch11-projects-delivery-loop-en-ja.webp,False,localized_variant,"1) Task Definition @ Label / Schema ©} boundary [7 oS What is ity tr — ¢ ot —S oe el) consistent clearly > has in scope? = Tae Lane (©) amount number 4, F-. © README / Portfolio Z © _ bata samples {-) Document \ A Check ere README.md Fi —s "
ch11-projects-delivery-loop-ja.webp,True,208670,ch11-projects-delivery-loop-ja-en.webp,False,ch11-projects-delivery-loop-ja.webp,True,localized_variant,FFARKFOVIFLOMMAI—-TF JAIL: 74 —-IUE BR: He ACIS 1) ReER 2) FAIL / schema 3] F—FHl priors Bee ERR Ankest es ERIN 5 wy Tag? BPS ([s-na [ee [aon] seuve] |S 5) akee a nx @ aa 0 naPhe «mahal [awa [= | = | [C3] oecmea eaam2 | @ 5x08 BELL TARTS <1
ch11-qa-retrieval-answer-evaluation-map-en.webp,True,215660,ch11-qa-retrieval-answer-evaluation-map-en.webp,True,ch11-qa-retrieval-answer-evaluation-map-en-ja.webp,False,localized_variant,"° A ° ° Intelligent QA System: Evidence First, Then Answer The QA system should first find reliable evidence, then generate or return an answer. oem | * EVIDENCE FIRST ne eeeeeeee, all EVALUATION DASHBOARD H Find reliable evidence before an"
ch11-qa-retrieval-answer-evaluation-map-ja.webp,True,246764,ch11-qa-retrieval-answer-evaluation-map-ja-en.webp,False,ch11-qa-retrieval-answer-evaluation-map-ja.webp,True,localized_variant,> —_ a + * MALAT LSE CS SMMERL. FORTHE SEMERISES SEW ICBS< BIS (Evidence-Based QA) ©. WAR EROMNGIEG (Refusal) MT SRAG/QAYAFLON-TF t+ lL SLL. BWRII—Z (retrieval) 4ER7xI—Z (generation) ae UYRY—/\— (Retriever) #skN—Z (Knowledge Base) [IS (answ
ch11-seq2seq-chapter-flow-en.webp,True,550516,ch11-seq2seq-chapter-flow-en.webp,True,ch11-seq2seq-chapter-flow-en-ja.webp,False,localized_variant,"“3 iP Bs x | Seq2Seq: Input Sequence to Output Sequence XN | ————————aaoaaeaeaeaEaamaea=ae=s==s== == —ee—neeeeee “2 7 Encode input, decode step by step, and use => ~— Attention to look back. ee. = =@ input sequence output sequence pot Pree "
ch11-seq2seq-chapter-flow-ja.webp,True,595432,ch11-seq2seq-chapter-flow-ja-en.webp,False,ch11-seq2seq-chapter-flow-ja.webp,True,localized_variant,"© Seq2Seq: AAP HS hAFIA © YDA* encode L, —#F9 decode L. Attention T Aikd, @) LOMO OOOO CC OO 2 AAR hb O (2 Wy ele Jaime : Encoder |>(xAk }> Decoder Uk ee Ly * x 277"" 1 ° \ \ “SS Vv Des O \ SS \ RFT 2 6 ~ SS see —>[ le 6 ~S . 4 5073 » Attent"
ch11-seq2seq-encoder-decoder-bottleneck-map-en.webp,True,142608,ch11-seq2seq-encoder-decoder-bottleneck-map-en.webp,True,ch11-seq2seq-encoder-decoder-bottleneck-map-en-ja.webp,False,localized_variant,"Output sequence input sequence 1S = a0) L LJ sr rs re re x1 x2 3 X4 x5 context P| ae neal et Ml | eh Sl || le | pad geen vector 7 ie hs. M, \ a of \ 4 ¥ v (@), h h h h h ea a t ‘ é hr Wey Seay Nocatee oer Attention , \ 1 Il 1 I 1 Encoder fa"
ch11-seq2seq-encoder-decoder-bottleneck-map-ja.webp,True,176868,ch11-seq2seq-encoder-decoder-bottleneck-map-ja-en.webp,False,ch11-seq2seq-encoder-decoder-bottleneck-map-ja.webp,True,localized_variant,"\ an YIERWNEK Seq2Seq OMRILAYIERST ADRWNA Encoder lck> TEMAS HN, Decoder A—-FTFOWHARWEERTS j i HARI / output sequence AARIl / input sequence information i 4 bottleneck t t t t (RRR bILAY7) 1 2 3 4 akere Ad \ a X1 BY Xp bl X3 || X, 7 Decoder"
ch11-sequence-labeling-chapter-flow-en.webp,True,213342,ch11-sequence-labeling-chapter-flow-en.webp,True,ch11-sequence-labeling-chapter-flow-en-ja.webp,False,localized_variant,"e Sequence Labelin 2 Predict labels od for each token! Label each token, not the whole sentence @ HMM history © ner © Bio tags Early sequence models Named Entity Recognition Convert to BIO tag scheme Om 0-0-0 rs John Smith visited New York "
ch11-sequence-labeling-chapter-flow-ja.webp,True,229510,ch11-sequence-labeling-chapter-flow-ja-en.webp,False,ch11-sequence-labeling-chapter-flow-ja.webp,True,localized_variant,& = RY yi YroTYRAINYY MEMES. & token CFINLEMTS 1) HMM o8 Qe NER 3] BIO tags 4) BiLSTM-CRF © token-level labels 6] entity recovery YrTYREFIO BRERA R & token CINILEMS MARES ALEDAIRWO 1BSOFH RREATLT HR (LYF4F 4 Hak) (BRIA) EF (b-FY BLOIAIL) Ly
ch11-summarization-extractive-generative-eval-map-en.webp,True,181700,ch11-summarization-extractive-generative-eval-map-en.webp,True,ch11-summarization-extractive-generative-eval-map-en-ja.webp,False,localized_variant,"A summarization project must balance c ; , and factual consistency. source document (3) extractive summary (510) evaluation PI 0 —— |) coverage ry) | A gi | BS G + How well key 7 on F ety High coverage Low coverage ‘pit = ——— 2——_—_—___—_——"
ch11-summarization-extractive-generative-eval-map-ja.webp,True,238678,ch11-summarization-extractive-generative-eval-map-ja-en.webp,False,ch11-summarization-extractive-generative-eval-map-ja.webp,True,localized_variant,"— = ‘oy BOTS ERE CEC, T¥ JOP Saks HE © A k BW ) a Ea @ BEPROMBECSR-RECHRIS JEDMXF (source document) Hage ‘ . a al @) coverage (MEE) BEMMECNKRRL TSA EB) eae Are®) AML: SRRDC REA RIAILY—-OBRE GSH sess c cise sso sce c Smee yp length control ("
ch11-t5-text-to-text-task-unification-map-en.webp,True,190906,ch11-t5-text-to-text-task-unification-map-en.webp,True,ch11-t5-text-to-text-task-unification-map-en-ja.webp,False,localized_variant,"° ° ° T5: Unifying NLP Tasks as Text-to-Text Different tasks. Same interface. One model. Convert to the Many NLP Tasks Ss lntert Same Output Format Men nteTrece One Model for All (= ————"" } output text] @ classification | translation task p"
ch11-t5-text-to-text-task-unification-map-ja.webp,True,178508,ch11-t5-text-to-text-task-unification-map-ja-en.webp,False,ch11-t5-text-to-text-task-unification-map-ja.webp,True,localized_variant,"e . — T5: text-to-text CIA EH BSS NLP VAD, MULAARS (task prefix + input text) 5, MUAH (output text) ATS task prefix @4t1¢3 i-—1Y9-F7r-ARRS PRIA-EVEVIZ (A) "" A» PRIN-EVEVIAZ (ih) classification / 358 \ : a T 5 output text I task prefix > Sri"
ch11-text-basics-chapter-flow-en.webp,True,212318,ch11-text-basics-chapter-flow-en.webp,True,ch11-text-basics-chapter-flow-en-ja.webp,False,localized_variant,"° | NLP map (CO) carter FLow ian 4m & y ON ih a —=""% ca NLP map: big picture | 9 : — S wee O77 On 9 c Learning path: step by step SE 0 SE aie 0 peat ie acters Raw Text jokenization eature Goal: turn raw strings into Text Normalization (Toke"
ch11-text-basics-chapter-flow-ja.webp,True,291080,ch11-text-basics-chapter-flow-ja-en.webp,False,ch11-text-basics-chapter-flow-ja.webp,True,localized_variant,"= =z st 6 ee eee s ' O #80 lay ; FTFAZKBRORORN | | '9-0-0-0-9-0-0 | = ' ' ~& xtvaveTh | EONMPIWEHACES HA | | xen wwe ret ween mm ErnAN FEA | Nera re ae eet eee nore ene cad ec) NLP map: EFFAKMSEFILAHE COS HR ; ccs! 7 a. Oe, os > a > yo Sue "
ch11-text-classification-baseline-error-result-map-en.webp,True,270554,ch11-text-classification-baseline-error-result-map-en.webp,True,ch11-text-classification-baseline-error-result-map-en-ja.webp,False,localized_variant,"L, Reading Baseline Output for Error Cases = accuracy=0.75 is not enough; the last detail row shows the fuzzy label boundary. = r 5 accuracy 0.75 I 15 % = 3/4 correct [ GB sample text: | scores | How do | handle refund Ny 2 i: Vv) a refund?"
ch11-text-classification-baseline-error-result-map-ja.webp,True,234536,ch11-text-classification-baseline-error-result-map-ja-en.webp,False,ch11-text-classification-baseline-error-result-map-ja.webp,True,localized_variant,"7 onl —_ == Fy baseline HID 5L5—ZRE accuracy=0.75 EIFCISEVUGW. BROT INVRROBRE ERS. accuray Q,75 = 3/4 E# 1) YAK wee sMBenssy | Scores refund is 17 gold refund WF invoice (IN 10 pred refund password (NS 12 2) FY 7K: BaMRMWRENaTD SCOTS AY ref"
ch11-text-to-task-pipeline-en.webp,True,575270,ch11-text-to-task-pipeline-en.webp,True,ch11-text-to-task-pipeline-en-ja.webp,False,localized_variant,> Text to NLP Task Pipeli e \o] ipetine ° . . ~ @__Define the desired output before choosing the NLP method. \ > x 2) v= — - >. So a oot | ee 4 \ ceived TY cnr you Oe Y . i Kinrow where Gi a | ss taraae ar to: SMEET a Se text came From. FEM
ch11-text-to-task-pipeline-ja.webp,True,529100,ch11-text-to-task-pipeline-ja-en.webp,False,ch11-text-to-task-pipeline-ja.webp,True,localized_variant,"=2 FEARS NLP FATA & | NY MRI FSALAYY-2 Ss @) raw document | QUAWPEEP cece in | : on AY 2024 5A 108 / TEALOMMETERS 4. | Nae Re ee HI RAR. ws I — q Y) ) peeine omrisemese, ae Pater | 1 7 |. cl \ Ce ren ia ey. a 9 ———— _ C _ y (5 (Birr S| ee |"
ch11-traditional-classification-baseline-map-en.webp,True,259722,ch11-traditional-classification-baseline-map-en.webp,True,ch11-traditional-classification-baseline-map-en-ja.webp,False,localized_variant,"|° Traditional method f h * esos raditional methods are a fast, cheap, 3 scent | ° e ge ° ° Vv Small data ethods. and interpretable first text classification baseline. Chindedsto | Simple mation | low thousands Strong starting of documents)"
ch11-traditional-classification-baseline-map-ja.webp,True,271696,ch11-traditional-classification-baseline-map-ja-en.webp,False,ch11-traditional-classification-baseline-map-ja.webp,True,localized_variant,"TESTS = = . = ion RHRTEAKREON-RZITY Yee JL BAH —% & = Ss ¥ | BW RW MBLOTO, BORER | ) ame (2) ##@Hé (Bow) (3) #386 (TF-IDF) @ SR (©) Fae confusion matrix (#) | text cleaning + BoW >| TF-IDF l—| linear classifier |=) label probabilities ROS “"
ch11-transformers-library-call-chain-map-en.webp,True,248108,ch11-transformers-library-call-chain-map-en.webp,True,ch11-transformers-library-call-chain-map-en-ja.webp,False,localized_variant,"Transformers Call Chain: Separate Responsibilities First, Then Use the Right Model Class AutoTokenizer / input_ids + 7 a (1) Raw Text 2) wiokaniser 3] attention_mask (4) Config (5) Model Backbone (6) Task Head (7) Pipeline 3] outputs Tokeni"
